contactRate,cancelSports,hybridClasses,closeFitness,tracebackDays,ctProtocol,fCompliance,sIsolationCTCompliance,sIsolationCompliance,sPhysicalDistancingCompliance,sMaskCompliance,parties,maskAllN95,dailyTests,studentFacingStaffTestingBoost,percVaccinated,cumulativeInfections,peakNumInfected,totDeath,percPeopleInfected
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,NO,200,5,0,439,210,3,0.146333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,1,0,553,240,7,0.184333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,1,0,533,217,6,0.177666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,100,5,0,612,204,5,0.204
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,NO,200,5,0,489,189,5,0.163
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,1,0,393,184,4,0.131
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,1,0,455,184,4,0.151666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,100,5,0,432,197,6,0.144
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,NO,200,5,0,403,190,5,0.134333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,1,0,309,163,6,0.103
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,1,0,388,204,6,0.129333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,100,5,0,352,157,2,0.117333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,NO,200,5,0,355,180,3,0.118333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,1,0,329,195,1,0.109666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,1,0,289,173,1,0.096333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,100,5,0,274,161,4,0.091333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,NO,200,5,0,307,189,3,0.102333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,1,0,348,181,1,0.116
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,1,0,353,177,3,0.117666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,100,5,0,398,185,7,0.132666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,NO,200,5,0,393,189,7,0.131
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,1,0,312,207,6,0.104
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,1,0,334,197,5,0.111333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,100,5,0,371,182,8,0.123666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,NO,200,5,0,373,191,2,0.124333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,1,0,295,172,3,0.098333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,1,0,294,157,2,0.098
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,100,5,0,281,177,3,0.093666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,NO,200,5,0,267,176,3,0.089
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,1,0,284,177,2,0.094666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,1,0,236,139,2,0.078666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,100,5,0,269,171,2,0.089666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,NO,200,5,0,247,140,1,0.082333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,100,1,0,260,178,2,0.086666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,200,1,0,331,175,5,0.110333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,100,5,0,340,189,4,0.113333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,NO,200,5,0,309,183,3,0.103
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,100,1,0,253,176,3,0.084333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,200,1,0,276,163,5,0.092
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,100,5,0,252,157,5,0.084
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,NO,200,5,0,310,170,6,0.103333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,100,1,0,260,173,5,0.086666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,200,1,0,258,153,1,0.086
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,100,5,0,287,172,3,0.095666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,NO,200,5,0,223,155,2,0.074333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,100,1,0,250,176,2,0.083333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,200,1,0,238,169,3,0.079333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,100,5,0,262,178,4,0.087333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,NO,200,5,0,251,184,6,0.083666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,NO,100,1,0,776,204,11,0.258666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,NO,200,1,0,743,225,4,0.247666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,NO,100,5,0,715,249,5,0.238333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,NO,200,5,0,728,203,2,0.242666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,NO,100,1,0,550,193,7,0.183333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,NO,200,1,0,680,189,7,0.226666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,NO,100,5,0,694,209,8,0.231333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,NO,200,5,0,629,239,8,0.209666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,NO,100,1,0,356,184,2,0.118666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,NO,200,1,0,493,186,2,0.164333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,NO,100,5,0,431,191,2,0.143666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,NO,200,5,0,468,205,8,0.156
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,NO,100,1,0,425,194,5,0.141666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,NO,200,1,0,382,193,3,0.127333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,NO,100,5,0,446,190,6,0.148666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,NO,200,5,0,365,177,4,0.121666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,NO,100,1,0,486,184,6,0.162
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,NO,200,1,0,559,195,7,0.186333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,NO,100,5,0,490,216,3,0.163333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,NO,200,5,0,568,200,7,0.189333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,NO,100,1,0,473,218,6,0.157666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,NO,200,1,0,529,218,9,0.176333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,NO,100,5,0,413,172,2,0.137666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,NO,200,5,0,458,178,2,0.152666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,NO,100,1,0,334,179,3,0.111333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,NO,200,1,0,348,205,2,0.116
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,NO,100,5,0,336,178,1,0.112
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,NO,200,5,0,350,198,9,0.116666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,100,1,0,324,171,4,0.108
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,200,1,0,315,155,4,0.105
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,100,5,0,311,173,3,0.103666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,NO,200,5,0,368,162,5,0.122666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,100,1,0,347,185,2,0.115666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,200,1,0,374,196,3,0.124666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,100,5,0,368,168,1,0.122666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,NO,200,5,0,321,170,4,0.107
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,100,1,0,355,199,5,0.118333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,200,1,0,319,183,3,0.106333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,100,5,0,287,156,4,0.095666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,SOME,NO,200,5,0,370,203,7,0.123333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,100,1,0,284,180,5,0.094666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,200,1,0,293,184,3,0.097666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,100,5,0,261,156,1,0.087
HIGH,YES,NO,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,SOME,NO,200,5,0,292,197,7,0.097333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,1,0,274,198,2,0.091333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,1,0,252,176,3,0.084
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,100,5,0,254,150,2,0.084666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,SOME,NO,200,5,0,272,168,2,0.090666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,1,0,281,167,4,0.093666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,1,0,270,163,1,0.09
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,100,5,0,298,163,3,0.099333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,SOME,NO,200,5,0,330,165,4,0.11
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,1,0,284,175,4,0.094666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,1,0,230,139,1,0.076666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,100,5,0,298,166,4,0.099333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,SOME,NO,200,5,0,301,183,8,0.100333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,1,0,257,177,3,0.085666667
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,1,0,271,176,3,0.090333333
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,100,5,0,273,176,4,0.091
HIGH,YES,NO,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,SOME,NO,200,5,0,229,171,4,0.076333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,1,0,227,157,4,0.075666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,1,0,256,165,0,0.085333333
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,100,5,0,239,153,3,0.079666667
HIGH,YES,NO,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,SOME,NO,200,5,0,219,145,2,0.073
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,1,0,300,175,6,0.1
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,1,0,364,188,9,0.121333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,100,5,0,328,183,5,0.109333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,NONE,YES,200,5,0,350,176,4,0.116666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,1,0,300,183,0,0.1
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,1,0,307,173,2,0.102333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,100,5,0,277,170,5,0.092333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,NONE,YES,200,5,0,275,156,3,0.091666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,1,0,220,160,2,0.073333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,1,0,248,171,2,0.082666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,100,5,0,239,175,1,0.079666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,NONE,YES,200,5,0,191,141,6,0.063666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,1,0,242,177,3,0.080666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,1,0,227,159,2,0.075666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,100,5,0,231,155,2,0.077
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,NONE,YES,200,5,0,211,151,3,0.070333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,1,0,273,148,9,0.091
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,1,0,311,195,6,0.103666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,100,5,0,263,179,4,0.087666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,NONE,YES,200,5,0,283,192,5,0.094333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,1,0,255,160,2,0.085
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,1,0,281,173,4,0.093666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,100,5,0,277,188,0,0.092333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,NONE,YES,200,5,0,257,143,5,0.085666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,1,0,219,160,2,0.073
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,1,0,215,144,4,0.071666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,100,5,0,212,163,3,0.070666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,NONE,YES,200,5,0,240,183,2,0.08
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,1,0,196,131,2,0.065333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,1,0,235,170,2,0.078333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,100,5,0,214,146,5,0.071333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,NONE,YES,200,5,0,213,154,1,0.071
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,1,0,247,162,1,0.082333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,1,0,248,162,2,0.082666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,100,5,0,256,180,2,0.085333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,NONE,YES,200,5,0,275,181,2,0.091666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,1,0,260,180,3,0.086666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,1,0,243,165,5,0.081
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,100,5,0,248,159,1,0.082666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,LOW,NONE,YES,200,5,0,239,161,1,0.079666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,1,0,221,157,2,0.073666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,1,0,200,141,2,0.066666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,100,5,0,216,156,4,0.072
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,HIGH,NONE,YES,200,5,0,216,148,4,0.072
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,1,0,214,156,2,0.071333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,1,0,218,159,8,0.072666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,100,5,0,206,146,0,0.068666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,HIGH,HIGH,NONE,YES,200,5,0,208,153,1,0.069333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,1,0,207,153,3,0.069
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,1,0,212,154,0,0.070666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,100,5,0,249,181,4,0.083
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,LOW,NONE,YES,200,5,0,217,162,3,0.072333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,1,0,236,162,2,0.078666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,1,0,227,170,2,0.075666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,100,5,0,240,158,4,0.08
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,LOW,NONE,YES,200,5,0,222,158,2,0.074
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,1,0,226,165,2,0.075333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,1,0,224,156,2,0.074666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,100,5,0,218,152,1,0.072666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,HIGH,HIGH,NONE,YES,200,5,0,233,170,2,0.077666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,1,0,196,146,0,0.065333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,1,0,221,165,2,0.073666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,100,5,0,190,150,3,0.063333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,HIGH,HIGH,NONE,YES,200,5,0,209,155,1,0.069666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,1,0,299,175,3,0.099666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,1,0,356,184,3,0.118666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,100,5,0,341,160,5,0.113666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,LOW,SOME,YES,200,5,0,321,193,4,0.107
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,1,0,261,151,4,0.087
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,1,0,293,160,1,0.097666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,100,5,0,296,173,2,0.098666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,LOW,SOME,YES,200,5,0,336,201,3,0.112
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,1,0,231,153,6,0.077
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,1,0,235,171,3,0.078333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,100,5,0,246,158,1,0.082
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,LOW,HIGH,SOME,YES,200,5,0,215,137,5,0.071666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,1,0,208,140,2,0.069333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,1,0,218,155,2,0.072666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,100,5,0,248,172,1,0.082666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,LOW,LOW,HIGH,SOME,YES,200,5,0,236,170,4,0.078666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,1,0,248,163,2,0.082666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,1,0,309,183,4,0.103
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,100,5,0,265,176,2,0.088333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,LOW,SOME,YES,200,5,0,308,203,5,0.102666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,1,0,233,148,5,0.077666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,1,0,243,157,5,0.081
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,100,5,0,262,175,4,0.087333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,LOW,SOME,YES,200,5,0,278,184,3,0.092666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,1,0,222,157,1,0.074
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,1,0,239,172,4,0.079666667
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,100,5,0,190,145,4,0.063333333
HIGH,YES,YES,NO,14,3,HIGH,LOW,HIGH,LOW,HIGH,SOME,YES,200,5,0,214,146,3,0.071333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,1,0,218,167,1,0.072666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,1,0,193,130,4,0.064333333
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,100,5,0,233,172,1,0.077666667
HIGH,YES,YES,NO,14,3,HIGH,HIGH,HIGH,LOW,HIGH,SOME,YES,200,5,0,201,144,4,0.067
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,100,1,0,243,171,7,0.081
HIGH,YES,YES,NO,14,3,HIGH,LOW,LOW,HIGH,LOW,SOME,YES,200,1,0,234,139,1,0.078
